FileName,inst#,actual,predicted,error,prediction
examples\src\main\java-lgpl\org\apache\ignite\examples\datagrid\SpatialQueryExample.java,21,2:valid,2:valid,,0.161
modules\core\src\main\java\org\apache\ignite\internal\processors\platform\datastreamer\PlatformDataStreamer.java,22,2:valid,2:valid,,0.007
modules\hadoop\src\main\java\org\apache\ignite\internal\processors\hadoop\impl\igfs\HadoopIgfsEx.java,23,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\managers\eventstorage\DiscoveryEventListener.java,24,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\p2p\GridP2PRemoteClassLoadersSelfTest.java,25,2:valid,2:valid,,0.0
modules\yardstick\src\main\java\org\apache\ignite\yardstick\jdbc\NativeSqlUpdateRangeBenchmark.java,26,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\marshaller\jdk\JdkMarshallerOutputStreamWrapper.java,27,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\rest\handlers\redis\string\GridRedisGetRangeCommandHandler.java,28,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\query\continuous\CacheEntryProcessorExternalizableFailedTest.java,29,2:valid,2:valid,,0.0
modules\indexing\src\main\java\org\apache\ignite\internal\processors\query\h2\H2TableEngine.java,30,2:valid,2:valid,,0.0
examples\src\main\java\org\apache\ignite\examples\servicegrid\SimpleMapServiceImpl.java,31,2:valid,2:valid,,0.0
modules\hadoop\src\main\java\org\apache\ignite\hadoop\io\package-info.java,32,2:valid,2:valid,,0.0
modules\jms11\src\test\java\org\apache\ignite\stream\jms11\IgniteJmsStreamerTest.java,33,2:valid,2:valid,,0.002
modules\ml\src\main\java\org\apache\ignite\ml\genetic\MutateJob.java,34,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\CacheObjectValueContext.java,35,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\selection\scoring\metric\package-info.java,36,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\platform\compute\PlatformFullTask.java,37,2:valid,2:valid,,0.011
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\distributed\dht\CacheDistributedGetFutureAdapter.java,38,2:valid,2:valid,,0.004
modules\core\src\main\java\org\apache\ignite\internal\binary\BinaryPrimitives.java,39,2:valid,2:valid,,0.004
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\GridCacheEntryRedeployException.java,40,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\session\GridSessionSetJobAttributeOrderSelfTest.java,41,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\spi\discovery\tcp\ipfinder\TcpDiscoveryIpFinder.java,42,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\marshaller\jdk\JdkMarshallerObjectInputStream.java,43,2:valid,2:valid,,0.0
modules\hadoop\src\test\java\org\apache\ignite\internal\processors\hadoop\impl\igfs\IgniteHadoopFileSystemAbstractSelfTest.java,44,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\near\GridCacheNearAtomicMetricsSelfTest.java,45,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\platform\dotnet\PlatformDotNetConsoleStream.java,46,2:valid,2:valid,,0.003
modules\ml\src\main\java\org\apache\ignite\ml\genetic\parameter\ChromosomeCriteria.java,47,2:valid,2:valid,,0.0
modules\extdata\platform\src\test\java\org\apache\ignite\platform\plugin\PlatformTestPluginConfigurationClosureFactory.java,48,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\igfs\IgfsSecondaryFileSystemImpl.java,49,2:valid,2:valid,,0.009
modules\ml\src\test\java\org\apache\ignite\ml\dataset\DatasetTestSuite.java,50,2:valid,2:valid,,0.0
modules\ml\src\test\java\org\apache\ignite\ml\knn\LabeledDatasetHelper.java,51,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\cache\QueryIndexType.java,52,2:valid,2:valid,,0.001
modules\core\src\test\java\org\apache\ignite\failure\StopNodeOrHaltFailureHandlerTest.java,53,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\clustering\kmeans\Clusterer.java,54,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\spi\checkpoint\CheckpointSpi.java,55,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\local\GridCacheLocalTxExceptionSelfTest.java,56,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\datastructures\DistributedCollectionMetadata.java,57,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\schedule\IgniteNoopScheduleProcessor.java,58,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\datastructures\GridCacheQueueMultiNodeConsistencySelfTest.java,59,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\igfs\client\IgfsClientSummaryCallable.java,60,2:valid,2:valid,,0.027
modules\indexing\src\test\java\org\apache\ignite\internal\processors\database\baseline\IgniteBaselineLockPartitionOnAffinityRunAtomicCacheTest.java,61,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\platform\PlatformStringTestTask.java,62,2:valid,2:valid,,0.0
modules\indexing\src\main\java\org\apache\ignite\internal\processors\query\h2\sql\GridSqlSubquery.java,63,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\GridCacheAdapter.java,64,2:valid,1:bugged,+,0.612
modules\hadoop\src\main\java\org\apache\ignite\internal\processors\hadoop\shuffle\direct\HadoopDirectDataInput.java,65,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\spi\package-info.java,66,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\platform\client\IgniteClientException.java,67,2:valid,2:valid,,0.0
modules\direct-io\src\test\java\org\apache\ignite\internal\processors\cache\persistence\file\IgniteFileIOTest.java,68,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\persistence\tree\reuse\ReuseBag.java,69,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\transactions\IgniteTxLocalAdapter.java,70,2:valid,2:valid,,0.24
modules\core\src\main\java\org\apache\ignite\internal\managers\loadbalancer\GridLoadBalancerAdapter.java,71,2:valid,2:valid,,0.0
modules\hadoop\src\test\java\org\apache\ignite\internal\processors\hadoop\impl\igfs\IgniteHadoopFileSystemLoopbackExternalSecondarySelfTest.java,72,2:valid,2:valid,,0.0
modules\clients\src\test\java\org\apache\ignite\internal\jdbc2\JdbcMetadataSelfTest.java,73,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\visor\query\VisorQueryField.java,74,2:valid,2:valid,,0.002
modules\extdata\p2p\src\main\java\org\apache\ignite\tests\p2p\CacheDeploymentCacheEntryEventSerializableFilter.java,75,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\persistence\baseline\IgniteChangingBaselineUpCachePutAllFailoverTest.java,76,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\affinity\AffinityAssignment.java,77,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\IgniteOnePhaseCommitInvokeTest.java,78,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\configuration\CheckpointWriteOrder.java,79,2:valid,2:valid,,0.001
modules\yardstick\src\main\java\org\apache\ignite\yardstick\jdbc\JdbcSqlInsertDeleteBenchmark.java,80,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\GridCachePartitionNotLoadedEventSelfTest.java,81,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\query\QueryEntityEx.java,82,2:valid,2:valid,,0.0
modules\tensorflow\src\test\java\org\apache\ignite\tensorflow\core\longrunning\task\LongRunningProcessPingTaskTest.java,83,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\persistence\IgnitePdsTxCacheRebalancingTest.java,84,2:valid,2:valid,,0.0
modules\zookeeper\src\main\java\org\apache\ignite\spi\discovery\zk\internal\ZkAliveNodeData.java,85,2:valid,2:valid,,0.0
examples\src\main\java\org\apache\ignite\examples\ml\package-info.java,86,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\cache\store\jdbc\package-info.java,87,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\igfs\common\IgfsStreamControlRequest.java,88,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\resources\FileSystemResource.java,89,2:valid,2:valid,,0.0
modules\yardstick\src\main\java\org\apache\ignite\yardstick\cache\IgniteSqlQueryJoinBenchmark.java,90,2:valid,2:valid,,0.002
modules\storm\src\main\java\org\apache\ignite\stream\storm\package-info.java,91,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\util\offheap\GridOffHeapMapAbstractSelfTest.java,92,2:valid,2:valid,,0.003
modules\aws\src\test\java\org\apache\ignite\spi\discovery\tcp\ipfinder\s3\TcpDiscoveryS3IpFinderAwsCredentialsSelfTest.java,93,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\query\continuous\GridCacheContinuousQueryTxSelfTest.java,94,2:valid,2:valid,,0.0
modules\spring\src\main\java\org\apache\ignite\IgniteSpringBean.java,95,2:valid,2:valid,,0.13
modules\core\src\test\java\org\apache\ignite\internal\processors\service\GridServiceProcessorSingleNodeSelfTest.java,96,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\dht\GridCachePartitionsStateValidatorSelfTest.java,97,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\GridDeferredAckMessageSender.java,98,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\IgniteSystemCacheOnClientTest.java,99,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\igfs\client\IgfsClientListFilesCallable.java,100,2:valid,2:valid,,0.027
modules\log4j\src\test\java\org\apache\ignite\logger\log4j\package-info.java,101,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\distributed\dht\atomic\GridDhtAtomicUpdateRequest.java,102,2:valid,2:valid,,0.362
modules\core\src\main\java\org\apache\ignite\spi\discovery\tcp\messages\TcpDiscoveryServerOnlyCustomEventMessage.java,103,2:valid,2:valid,,0.0
modules\tensorflow\src\test\java\org\apache\ignite\tensorflow\core\longrunning\LongRunningProcessManagerTest.java,104,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\cache\affinity\AffinityFunctionExcludeNeighborsAbstractSelfTest.java,105,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cluster\BaselineTopologyHistoryItem.java,106,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\binary\MetadataUpdateResult.java,107,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\binary\BinaryMetadataCollector.java,108,2:valid,2:valid,,0.007
modules\yardstick\src\main\java\org\apache\ignite\yardstick\jdbc\JdbcSqlQueryRangeBenchmark.java,109,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\binary\GridCacheBinaryObjectMetadataExchangeMultinodeTest.java,110,2:valid,2:valid,,0.0
modules\hadoop\src\main\java\org\apache\ignite\internal\processors\hadoop\proto\HadoopProtocolSubmitJobTask.java,111,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\binary\BinaryBasicIdMapper.java,112,2:valid,2:valid,,0.004
modules\core\src\main\java\org\apache\ignite\IgniteScheduler.java,113,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\UnregisteredClassException.java,114,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\platform\client\ClientBooleanResponse.java,115,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\odbc\odbc\OdbcQueryCloseResult.java,116,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\eviction\paged\PageEvictionDataStreamerTest.java,117,2:valid,2:valid,,0.0
modules\zookeeper\src\main\java\org\apache\ignite\spi\discovery\zk\internal\ZkTimeoutObject.java,118,2:valid,2:valid,,0.0
modules\indexing\src\main\java\org\apache\ignite\internal\processors\query\h2\dml\DmlBatchSender.java,119,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\spi\communication\tcp\IgniteTcpCommunicationRecoveryAckClosureSelfTest.java,120,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\persistence\wal\crc\IgniteDataIntegrityViolationException.java,121,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\odbc\odbc\OdbcUtils.java,122,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\integration\IgniteCacheTxNearEnabledNoWriteThroughTest.java,123,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\session\GridSessionSetFutureAttributeSelfTest.java,124,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\near\GridCacheNearTxExceptionSelfTest.java,125,2:valid,2:valid,,0.0
modules\hadoop\src\test\java\org\apache\ignite\internal\processors\hadoop\impl\HadoopTasksAllVersionsTest.java,126,2:valid,2:valid,,0.0
modules\dev-utils\src\main\java\org\apache\ignite\development\utils\RecordSizeCountStat.java,127,2:valid,2:valid,,0.0
modules\hadoop\src\main\java\org\apache\ignite\hadoop\util\BasicUserNameMapper.java,128,2:valid,2:valid,,0.149
modules\core\src\main\java\org\apache\ignite\internal\util\snaptree\CopyOnWriteManager.java,129,2:valid,2:valid,,0.003
modules\ml\src\main\java\org\apache\ignite\ml\tree\impurity\gini\GiniImpurityMeasureCalculator.java,130,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\resources\SpringApplicationContextResource.java,131,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\math\isolve\IterativeSolverResult.java,132,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\cache\store\CacheStoreListenerRWThroughDisabledTransactionalCacheTest.java,133,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\persistence\pagemem\DelayedPageReplacementTracker.java,134,2:valid,2:valid,,0.0
modules\hibernate-5.1\src\main\java\org\apache\ignite\cache\hibernate\HibernateRegion.java,135,2:valid,2:valid,,0.001
modules\core\src\main\java\org\apache\ignite\internal\util\lang\gridfunc\HasEqualIdPredicate.java,136,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\verify\VerifyBackupPartitionsTaskV2.java,137,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\verify\ViewCacheClosure.java,138,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\resource\GridSpringResourceContext.java,139,2:valid,2:valid,,0.0
modules\tensorflow\src\main\java\org\apache\ignite\tensorflow\cluster\util\TensorFlowChiefRunner.java,140,2:valid,2:valid,,0.0
modules\benchmarks\src\main\java\org\apache\ignite\internal\benchmarks\jmh\runner\JmhIdeBenchmarkRunner.java,141,2:valid,2:valid,,0.002
modules\core\src\test\java\org\apache\ignite\GridCacheAffinityBackupsSelfTest.java,142,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\preprocessing\encoding\package-info.java,143,2:valid,2:valid,,0.0
modules\clients\src\test\java\org\apache\ignite\internal\processors\rest\SimplePerson.java,144,2:valid,2:valid,,0.014
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\persistence\tree\io\TrackingPageIOTest.java,145,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\marshaller\optimized\OptimizedMarshallerPooledSelfTest.java,146,2:valid,2:valid,,0.0
modules\zookeeper\src\main\java\org\apache\ignite\spi\discovery\zk\ZookeeperDiscoverySpi.java,147,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\query\GridQueryProcessor.java,148,2:valid,2:valid,,0.08
modules\core\src\main\java\org\apache\ignite\lifecycle\LifecycleBean.java,149,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\platform\client\cache\ClientCacheQueryResponse.java,150,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\math\primitives\matrix\impl\package-info.java,151,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\rest\handlers\top\package-info.java,152,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\context\IgniteCacheTxExecutionContextTest.java,153,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\persistence\standbycluster\IgniteChangeGlobalStateServiceTest.java,154,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\events\WalSegmentArchivedEvent.java,155,2:valid,2:valid,,0.0
modules\tensorflow\src\main\java\org\apache\ignite\tensorflow\core\longrunning\task\LongRunningProcessStartTask.java,156,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\util\nio\ssl\package-info.java,157,2:valid,2:valid,,0.0
modules\ignored-tests\src\test\java\org\apache\ignite\testsuites\IgniteIgnoredBinarySimpleMapperTestSuite.java,158,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\thread\OomExceptionHandler.java,159,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\spi\IgniteSpiThread.java,160,2:valid,2:valid,,0.003
modules\core\src\main\java\org\apache\ignite\internal\processors\datastreamer\DataStreamerCacheUpdaters.java,161,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\odbc\jdbc\JdbcMetaParamsResult.java,162,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\ClusterNodeMetricsUpdateTest.java,163,2:valid,2:valid,,0.0
modules\indexing\src\main\java\org\apache\ignite\internal\processors\query\h2\twostep\msg\GridH2Geometry.java,164,2:valid,2:valid,,0.001
modules\core\src\main\java\org\apache\ignite\internal\processors\service\ServiceDescriptorImpl.java,165,2:valid,2:valid,,0.022
modules\hibernate-5.1\src\main\java\org\apache\ignite\cache\hibernate\HibernateKeyWrapper.java,166,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\CacheLateAffinityAssignmentTest.java,167,2:valid,2:valid,,0.011
modules\core\src\main\java\org\apache\ignite\marshaller\package-info.java,168,2:valid,2:valid,,0.0
modules\indexing\src\test\java\org\apache\ignite\internal\processors\cache\distributed\near\IgniteCacheDistributedQueryStopOnCancelOrTimeoutSelfTest.java,169,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\binary\BinaryObjectTypeCompatibilityTest.java,170,2:valid,2:valid,,0.0
modules\indexing\src\test\java\org\apache\ignite\internal\processors\cache\distributed\near\IgniteCacheDistributedPartitionQuerySelfTest.java,171,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\nn\architecture\TransformationLayerArchitecture.java,172,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\thread\GridThreadTest.java,173,2:valid,2:valid,,0.0
modules\jta\src\test\java\org\apache\ignite\internal\processors\cache\jta\GridReplicatedCacheJtaFactorySelfTest.java,174,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\integration\IgniteCacheNoReadThroughAbstractTest.java,175,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\util\lang\gridfunc\HasNotEqualIdPredicate.java,176,2:valid,2:valid,,0.0
modules\aop\src\main\java\org\apache\ignite\compute\gridify\aop\spring\GridifySetToSetSpringAspect.java,177,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\composition\boosting\GDBRegressionTrainer.java,178,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\persistence\IgniteBaselineAffinityTopologyActivationTest.java,179,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\igfs\IgfsPrimaryClientSelfTest.java,180,2:valid,2:valid,,0.011
modules\ml\src\main\java\org\apache\ignite\ml\math\exceptions\UnsupportedOperationException.java,181,2:valid,2:valid,,0.0
examples\src\main\java\org\apache\ignite\examples\misc\client\memcache\MemcacheRestExample.java,182,2:valid,2:valid,,0.001
modules\zookeeper\src\main\java\org\apache\ignite\spi\discovery\zk\internal\ZkDiscoveryNodeFailEventData.java,183,2:valid,2:valid,,0.0
modules\hadoop\src\test\java\org\apache\ignite\internal\processors\hadoop\impl\HadoopSnappyFullMapReduceTest.java,184,2:valid,2:valid,,0.0
modules\spring\src\test\java\org\apache\ignite\internal\processors\resource\GridSpringResourceInjectionSelfTest.java,185,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\odbc\jdbc\JdbcQueryFetchRequest.java,186,2:valid,2:valid,,0.0
modules\tensorflow\src\test\java\org\apache\ignite\tensorflow\core\longrunning\task\LongRunningProcessClearTaskTest.java,187,2:valid,2:valid,,0.0
examples\src\test\java\org\apache\ignite\examples\EventsExamplesMultiNodeSelfTest.java,188,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\util\nio\GridNioMessageWriter.java,189,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\replicated\CacheReplicatedRendezvousAffinityMultiNodeFullApiSelfTest.java,190,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\loadtests\direct\session\GridSessionLoadTestJob.java,191,2:valid,2:valid,,0.0
modules\osgi\src\test\java\org\apache\ignite\osgi\activators\TestOsgiFlagsImpl.java,192,2:valid,2:valid,,0.001
modules\core\src\main\java\org\apache\ignite\internal\processors\platform\cache\query\PlatformAbstractQueryCursor.java,193,2:valid,2:valid,,0.251
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\distributed\dht\GridDhtFuture.java,194,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\IgniteCacheGroupsPartitionLossPolicySelfTest.java,195,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\cache\CachePartialUpdateException.java,196,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\GridJobContextSelfTest.java,197,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\dht\GridCacheDhtPreloadDisabledSelfTest.java,198,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\optimization\updatecalculators\NesterovParameterUpdate.java,199,2:valid,2:valid,,0.0
modules\indexing\src\main\java\org\apache\ignite\internal\processors\query\h2\opt\GridH2QueryType.java,200,2:valid,2:valid,,0.0
modules\indexing\src\test\java\org\apache\ignite\internal\processors\cache\BinarySerializationQuerySelfTest.java,201,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\odbc\ClientListenerResponse.java,202,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\binary\distributed\dht\GridCacheBinaryObjectsPartitionedOnheapSelfTest.java,203,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\IgniteTopologyValidatorAbstractTxCacheTest.java,204,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\testframework\configvariations\ConfigFactory.java,205,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\near\GridCachePartitionedAffinityExcludeNeighborsPerformanceTest.java,206,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\spi\collision\priorityqueue\PriorityQueueCollisionSpiMBean.java,207,2:valid,2:valid,,0.0
modules\core\src\test\java\org\apache\ignite\internal\processors\cache\distributed\dht\GridCacheGlobalLoadTest.java,208,2:valid,2:valid,,0.0
modules\clients\src\test\java\org\apache\ignite\jdbc\thin\JdbcThinDeleteStatementSelfTest.java,209,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\cache\binary\IgniteBinaryImpl.java,210,2:valid,2:valid,,0.001
modules\core\src\main\java\org\apache\ignite\internal\processors\igfs\IgfsPathsCreateResult.java,211,2:valid,2:valid,,0.0
modules\zookeeper\src\main\java\org\apache\ignite\spi\discovery\zk\internal\ZkInternalMessage.java,212,2:valid,2:valid,,0.0
modules\ml\src\main\java\org\apache\ignite\ml\genetic\utils\package-info.java,213,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\compute\ComputeTaskCancelledException.java,214,2:valid,2:valid,,0.0
modules\core\src\main\java\org\apache\ignite\internal\processors\query\h2\twostep\messages\GridQueryNextPageResponse.java,215,2:valid,2:valid,,0.004
