inst#,actual,predicted,error,prediction
187,2:valid,2:valid,,1
188,2:valid,2:valid,,1
189,2:valid,2:valid,,1
190,2:valid,2:valid,,0.999
191,2:valid,2:valid,,0.977
192,2:valid,2:valid,,0.999
193,2:valid,2:valid,,0.99
194,2:valid,2:valid,,1
195,2:valid,2:valid,,1
196,2:valid,2:valid,,1
197,2:valid,2:valid,,1
198,2:valid,2:valid,,1
199,2:valid,2:valid,,1
200,2:valid,2:valid,,1
201,2:valid,2:valid,,1
202,2:valid,2:valid,,1
203,2:valid,2:valid,,1
204,2:valid,2:valid,,1
205,2:valid,2:valid,,1
206,2:valid,2:valid,,1
207,2:valid,2:valid,,0.997
208,2:valid,2:valid,,1
209,2:valid,2:valid,,1
210,2:valid,2:valid,,1
211,2:valid,2:valid,,0.971
212,2:valid,2:valid,,1
213,1:bugged,2:valid,+,0.739
214,2:valid,2:valid,,1
215,2:valid,2:valid,,1
216,2:valid,2:valid,,1
217,2:valid,2:valid,,1
218,2:valid,2:valid,,1
219,2:valid,2:valid,,0.999
220,2:valid,2:valid,,1
221,2:valid,2:valid,,1
222,2:valid,2:valid,,1
223,2:valid,2:valid,,0.946
224,2:valid,2:valid,,1
225,2:valid,2:valid,,1
226,2:valid,2:valid,,1
227,2:valid,2:valid,,0.998
228,2:valid,2:valid,,1
229,2:valid,2:valid,,1
230,2:valid,2:valid,,1
231,2:valid,2:valid,,1
232,2:valid,2:valid,,0.998
233,2:valid,2:valid,,1
234,2:valid,2:valid,,1
235,2:valid,2:valid,,1
236,2:valid,2:valid,,1
237,2:valid,2:valid,,1
238,2:valid,2:valid,,1
239,2:valid,2:valid,,1
240,2:valid,2:valid,,1
241,2:valid,2:valid,,1
242,2:valid,2:valid,,1
243,2:valid,2:valid,,0.998
244,2:valid,2:valid,,1
245,1:bugged,2:valid,+,0.999
246,2:valid,2:valid,,1
247,2:valid,2:valid,,1
248,2:valid,2:valid,,1
249,2:valid,2:valid,,1
250,2:valid,2:valid,,1
251,2:valid,2:valid,,1
252,2:valid,2:valid,,1
253,2:valid,2:valid,,1
254,2:valid,2:valid,,1
255,2:valid,2:valid,,1
256,2:valid,2:valid,,1
257,2:valid,2:valid,,1
258,2:valid,2:valid,,1
259,2:valid,2:valid,,0.978
260,2:valid,2:valid,,1
261,2:valid,2:valid,,0.991
262,2:valid,2:valid,,1
263,2:valid,2:valid,,1
264,2:valid,2:valid,,0.998
265,2:valid,2:valid,,1
266,2:valid,2:valid,,0.997
267,2:valid,2:valid,,0.998
268,2:valid,2:valid,,1
269,2:valid,2:valid,,1
270,2:valid,2:valid,,1
271,2:valid,2:valid,,1
272,2:valid,2:valid,,0.999
273,2:valid,2:valid,,0.998
274,2:valid,2:valid,,0.999
275,2:valid,2:valid,,1
276,2:valid,2:valid,,1
277,2:valid,2:valid,,1
278,2:valid,2:valid,,1
279,1:bugged,2:valid,+,0.999
280,2:valid,2:valid,,1
281,2:valid,2:valid,,1
282,2:valid,2:valid,,1
283,2:valid,2:valid,,0.966
284,2:valid,2:valid,,1
285,2:valid,2:valid,,1
286,2:valid,2:valid,,1
287,1:bugged,2:valid,+,0.716
288,2:valid,2:valid,,1
289,2:valid,2:valid,,1
290,2:valid,2:valid,,1
291,2:valid,2:valid,,1
292,2:valid,2:valid,,1
293,2:valid,2:valid,,0.98
294,2:valid,2:valid,,1
295,2:valid,2:valid,,1
296,2:valid,2:valid,,1
297,2:valid,2:valid,,0.981
298,2:valid,2:valid,,1
299,2:valid,2:valid,,0.777
300,2:valid,2:valid,,1
301,2:valid,2:valid,,1
302,2:valid,2:valid,,1
303,2:valid,2:valid,,1
304,2:valid,2:valid,,0.872
305,2:valid,2:valid,,0.999
306,2:valid,2:valid,,0.999
307,2:valid,2:valid,,1
308,2:valid,2:valid,,1
309,2:valid,2:valid,,1
310,2:valid,2:valid,,0.95
311,2:valid,2:valid,,1
312,2:valid,2:valid,,1
313,2:valid,2:valid,,1
314,2:valid,2:valid,,1
315,2:valid,2:valid,,0.995
316,2:valid,2:valid,,1
317,2:valid,2:valid,,1
318,2:valid,2:valid,,1
319,2:valid,2:valid,,1
320,2:valid,2:valid,,0.995
321,2:valid,2:valid,,1
322,2:valid,2:valid,,1
323,2:valid,2:valid,,1
324,2:valid,2:valid,,1
325,2:valid,2:valid,,0.989
326,2:valid,2:valid,,1
327,2:valid,2:valid,,1
328,2:valid,2:valid,,1
329,2:valid,2:valid,,0.999
330,2:valid,2:valid,,1
331,2:valid,2:valid,,0.999
332,1:bugged,2:valid,+,0.925
333,2:valid,2:valid,,1
334,2:valid,2:valid,,1
335,2:valid,2:valid,,1
336,2:valid,2:valid,,1
337,2:valid,2:valid,,1
338,2:valid,2:valid,,1
339,2:valid,2:valid,,1
340,2:valid,2:valid,,1
341,2:valid,2:valid,,1
342,2:valid,2:valid,,0.988
343,2:valid,2:valid,,1
344,2:valid,2:valid,,1
345,2:valid,2:valid,,1
346,2:valid,2:valid,,1
347,2:valid,2:valid,,0.985
348,2:valid,2:valid,,1
349,2:valid,2:valid,,1
350,2:valid,2:valid,,1
351,2:valid,2:valid,,1
352,2:valid,2:valid,,1
353,2:valid,2:valid,,1
354,2:valid,2:valid,,0.999
355,2:valid,2:valid,,0.996
356,2:valid,2:valid,,1
357,2:valid,2:valid,,1
358,2:valid,2:valid,,1
359,2:valid,2:valid,,0.982
360,2:valid,2:valid,,1
361,2:valid,2:valid,,0.999
362,2:valid,2:valid,,1
363,1:bugged,2:valid,+,0.947
364,2:valid,2:valid,,1
365,2:valid,2:valid,,1
366,2:valid,2:valid,,1
367,2:valid,2:valid,,1
368,2:valid,2:valid,,1
369,2:valid,2:valid,,1
370,2:valid,2:valid,,1
371,2:valid,2:valid,,1
372,2:valid,2:valid,,0.955
373,2:valid,2:valid,,1
374,2:valid,2:valid,,1
375,1:bugged,2:valid,+,0.998
376,2:valid,2:valid,,1
377,2:valid,2:valid,,0.996
378,2:valid,2:valid,,1
379,1:bugged,2:valid,+,0.849
380,2:valid,2:valid,,1
381,2:valid,2:valid,,1
382,2:valid,2:valid,,1
383,2:valid,2:valid,,1
384,2:valid,1:bugged,+,0.511
385,2:valid,2:valid,,1
386,2:valid,2:valid,,0.998
387,2:valid,2:valid,,1
388,2:valid,2:valid,,1
389,2:valid,2:valid,,0.961
390,2:valid,2:valid,,1
391,1:bugged,2:valid,+,0.912
392,2:valid,2:valid,,1
393,2:valid,2:valid,,0.997
394,2:valid,2:valid,,1
395,2:valid,2:valid,,1
396,2:valid,2:valid,,0.999
397,2:valid,2:valid,,1
398,2:valid,2:valid,,1
399,2:valid,2:valid,,1
400,2:valid,2:valid,,1
401,2:valid,2:valid,,1
402,2:valid,2:valid,,1
403,2:valid,2:valid,,1
404,2:valid,2:valid,,0.999
405,2:valid,2:valid,,1
406,2:valid,2:valid,,0.997
407,2:valid,2:valid,,1
408,2:valid,2:valid,,1
409,2:valid,2:valid,,1
410,2:valid,2:valid,,1
411,2:valid,2:valid,,1
412,2:valid,2:valid,,1
413,2:valid,2:valid,,1
414,2:valid,2:valid,,1
415,2:valid,2:valid,,1
416,2:valid,2:valid,,1
417,2:valid,2:valid,,1
418,2:valid,2:valid,,1
419,2:valid,2:valid,,0.977
420,1:bugged,2:valid,+,0.967
421,2:valid,2:valid,,1
422,2:valid,2:valid,,1
423,2:valid,2:valid,,1
424,2:valid,2:valid,,0.999
425,1:bugged,2:valid,+,0.919
426,2:valid,2:valid,,1
427,2:valid,2:valid,,0.999
428,2:valid,2:valid,,1
429,2:valid,2:valid,,1
430,2:valid,2:valid,,1
431,2:valid,2:valid,,0.987
432,2:valid,2:valid,,0.997
433,2:valid,2:valid,,1
434,2:valid,2:valid,,1
435,1:bugged,2:valid,+,1
436,2:valid,2:valid,,1
437,2:valid,2:valid,,0.988
438,2:valid,2:valid,,1
439,2:valid,2:valid,,1
440,2:valid,2:valid,,1
441,2:valid,2:valid,,1
442,2:valid,2:valid,,1
443,2:valid,2:valid,,1
444,2:valid,2:valid,,1
445,2:valid,2:valid,,1
446,2:valid,2:valid,,1
447,2:valid,2:valid,,1
448,2:valid,2:valid,,1
449,2:valid,2:valid,,1
450,2:valid,2:valid,,1
451,2:valid,2:valid,,1
452,2:valid,2:valid,,1
453,2:valid,2:valid,,1
454,2:valid,2:valid,,0.999
455,2:valid,2:valid,,0.999
456,2:valid,2:valid,,1
457,2:valid,2:valid,,1
458,2:valid,2:valid,,1
459,2:valid,2:valid,,1
460,2:valid,2:valid,,1
461,2:valid,2:valid,,1
462,2:valid,2:valid,,1
463,2:valid,2:valid,,1
464,2:valid,2:valid,,1
465,2:valid,2:valid,,1
466,2:valid,2:valid,,1
467,2:valid,2:valid,,1
468,2:valid,2:valid,,1
469,2:valid,2:valid,,1
470,2:valid,2:valid,,0.997
471,2:valid,2:valid,,1
472,2:valid,2:valid,,1
473,2:valid,2:valid,,1
474,2:valid,2:valid,,0.982
475,2:valid,2:valid,,1
476,2:valid,2:valid,,1
477,2:valid,2:valid,,0.998
478,2:valid,2:valid,,1
479,2:valid,2:valid,,1
480,2:valid,2:valid,,1
481,2:valid,2:valid,,1
482,2:valid,2:valid,,1
483,2:valid,2:valid,,0.995
484,2:valid,2:valid,,1
485,2:valid,2:valid,,1
486,2:valid,2:valid,,1
487,2:valid,2:valid,,1
488,2:valid,2:valid,,1
489,2:valid,2:valid,,0.998
490,2:valid,2:valid,,1
491,2:valid,2:valid,,1
492,2:valid,2:valid,,1
493,2:valid,2:valid,,1
494,2:valid,2:valid,,1
495,2:valid,2:valid,,1
496,2:valid,2:valid,,1
497,2:valid,2:valid,,1
498,2:valid,2:valid,,1
499,2:valid,2:valid,,1
500,2:valid,2:valid,,1
501,2:valid,2:valid,,1
502,2:valid,2:valid,,1
503,2:valid,2:valid,,1
504,2:valid,2:valid,,1
505,2:valid,2:valid,,1
506,2:valid,2:valid,,1
507,1:bugged,2:valid,+,0.965
508,2:valid,2:valid,,1
509,2:valid,2:valid,,1
510,2:valid,2:valid,,1
511,2:valid,2:valid,,1
512,1:bugged,2:valid,+,0.983
513,2:valid,2:valid,,0.982
514,2:valid,2:valid,,1
515,2:valid,2:valid,,0.989
516,2:valid,2:valid,,1
517,2:valid,2:valid,,0.999
518,2:valid,2:valid,,1
519,2:valid,2:valid,,1
520,2:valid,2:valid,,1
521,2:valid,2:valid,,0.995
522,2:valid,2:valid,,1
523,2:valid,2:valid,,0.999
524,2:valid,2:valid,,1
525,2:valid,2:valid,,1
526,1:bugged,2:valid,+,0.989
527,2:valid,2:valid,,1
528,2:valid,2:valid,,1
529,2:valid,2:valid,,0.999
530,2:valid,2:valid,,1
531,2:valid,2:valid,,1
532,2:valid,2:valid,,1
533,2:valid,2:valid,,0.999
534,2:valid,2:valid,,0.974
535,2:valid,2:valid,,1
536,2:valid,2:valid,,0.998
537,2:valid,2:valid,,1
538,2:valid,2:valid,,1
539,2:valid,2:valid,,0.998
540,2:valid,2:valid,,1
541,2:valid,2:valid,,0.999
542,2:valid,2:valid,,1
543,2:valid,2:valid,,1
544,2:valid,2:valid,,1
545,2:valid,2:valid,,1
546,1:bugged,2:valid,+,0.998
547,2:valid,2:valid,,1
548,2:valid,2:valid,,0.999
549,2:valid,2:valid,,1
550,2:valid,2:valid,,1
551,2:valid,2:valid,,1
552,2:valid,2:valid,,1
553,2:valid,2:valid,,1
554,2:valid,2:valid,,1
555,2:valid,2:valid,,1
556,2:valid,2:valid,,1
557,2:valid,2:valid,,1
558,2:valid,2:valid,,1
559,2:valid,2:valid,,1
560,2:valid,2:valid,,1
561,2:valid,2:valid,,1
562,2:valid,2:valid,,1
563,2:valid,2:valid,,0.747
564,2:valid,2:valid,,1
565,2:valid,2:valid,,1
566,2:valid,2:valid,,1
567,2:valid,2:valid,,1
568,2:valid,2:valid,,0.695
569,2:valid,2:valid,,0.997
570,2:valid,2:valid,,1
571,2:valid,2:valid,,1
572,2:valid,2:valid,,1
573,2:valid,2:valid,,1
574,2:valid,2:valid,,1
575,2:valid,2:valid,,1
576,2:valid,2:valid,,1
577,2:valid,2:valid,,0.978
578,2:valid,2:valid,,1
579,2:valid,2:valid,,1
580,2:valid,2:valid,,1
581,2:valid,2:valid,,1
582,2:valid,2:valid,,0.993
583,2:valid,2:valid,,1
584,2:valid,2:valid,,1
585,2:valid,2:valid,,1
586,2:valid,2:valid,,0.994
587,2:valid,2:valid,,0.999
588,2:valid,2:valid,,1
589,2:valid,2:valid,,1
590,2:valid,2:valid,,1
591,2:valid,2:valid,,1
592,2:valid,2:valid,,0.999
593,2:valid,2:valid,,1
594,1:bugged,2:valid,+,0.993
595,2:valid,2:valid,,1
596,2:valid,2:valid,,1
597,1:bugged,2:valid,+,0.957
598,2:valid,2:valid,,1
599,2:valid,2:valid,,0.993
600,2:valid,2:valid,,1
601,2:valid,2:valid,,1
602,2:valid,2:valid,,0.994
603,2:valid,2:valid,,0.998
604,2:valid,2:valid,,1
605,2:valid,2:valid,,1
606,2:valid,2:valid,,0.999
607,2:valid,2:valid,,1
608,2:valid,2:valid,,1
609,2:valid,2:valid,,1
610,2:valid,2:valid,,1
611,2:valid,2:valid,,1
612,2:valid,2:valid,,0.999
613,2:valid,2:valid,,1
614,2:valid,2:valid,,1
615,2:valid,2:valid,,1
616,2:valid,2:valid,,1
617,2:valid,2:valid,,1
618,2:valid,2:valid,,1
619,2:valid,2:valid,,1
620,2:valid,2:valid,,1
621,2:valid,2:valid,,1
622,2:valid,2:valid,,0.946
623,2:valid,2:valid,,1
624,2:valid,2:valid,,0.989
625,2:valid,2:valid,,1
626,2:valid,2:valid,,1
627,2:valid,2:valid,,1
628,2:valid,2:valid,,1
629,2:valid,2:valid,,0.993
630,2:valid,2:valid,,1
631,2:valid,2:valid,,1
632,2:valid,2:valid,,1
633,2:valid,2:valid,,1
634,2:valid,2:valid,,1
635,2:valid,2:valid,,1
636,2:valid,2:valid,,1
637,2:valid,2:valid,,0.993
638,2:valid,2:valid,,0.993
639,2:valid,2:valid,,1
640,2:valid,2:valid,,0.949
641,2:valid,2:valid,,1
642,2:valid,2:valid,,1
643,2:valid,2:valid,,0.985
644,2:valid,2:valid,,1
645,2:valid,2:valid,,1
646,2:valid,2:valid,,0.991
647,2:valid,2:valid,,1
648,2:valid,2:valid,,1
649,2:valid,2:valid,,1
650,2:valid,2:valid,,1
651,2:valid,2:valid,,1
652,2:valid,2:valid,,1
653,2:valid,2:valid,,1
654,2:valid,2:valid,,1
655,2:valid,2:valid,,1
656,2:valid,2:valid,,0.969
657,2:valid,2:valid,,1
658,1:bugged,2:valid,+,0.791
659,2:valid,2:valid,,1
660,2:valid,2:valid,,0.999
661,2:valid,2:valid,,1
662,2:valid,2:valid,,1
663,2:valid,2:valid,,1
664,2:valid,2:valid,,0.999
665,2:valid,2:valid,,1
666,1:bugged,2:valid,+,0.994
667,2:valid,2:valid,,1
668,2:valid,2:valid,,1
669,2:valid,2:valid,,1
670,2:valid,2:valid,,1
671,2:valid,2:valid,,1
672,2:valid,2:valid,,1
673,2:valid,2:valid,,1
674,2:valid,2:valid,,1
675,2:valid,2:valid,,1
676,2:valid,2:valid,,0.999
677,2:valid,2:valid,,1
678,2:valid,2:valid,,1
679,2:valid,2:valid,,0.992
680,2:valid,2:valid,,1
681,2:valid,2:valid,,1
682,2:valid,2:valid,,1
683,2:valid,2:valid,,1
684,2:valid,2:valid,,1
685,2:valid,2:valid,,1
686,2:valid,2:valid,,1
687,1:bugged,2:valid,+,0.998
688,2:valid,2:valid,,1
689,2:valid,2:valid,,1
690,2:valid,2:valid,,1
691,2:valid,2:valid,,1
692,2:valid,2:valid,,0.998
693,1:bugged,2:valid,+,0.758
694,2:valid,2:valid,,0.995
695,2:valid,2:valid,,1
696,1:bugged,2:valid,+,0.94
697,2:valid,2:valid,,0.992
698,2:valid,2:valid,,0.994
699,2:valid,2:valid,,1
700,2:valid,2:valid,,1
701,2:valid,2:valid,,1
702,2:valid,2:valid,,0.983
703,2:valid,2:valid,,1
704,2:valid,2:valid,,1
705,2:valid,2:valid,,1
706,2:valid,2:valid,,1
707,2:valid,2:valid,,0.997
708,2:valid,2:valid,,0.986
709,2:valid,2:valid,,1
710,2:valid,2:valid,,1
711,2:valid,2:valid,,0.999
712,2:valid,2:valid,,1
713,2:valid,2:valid,,1
714,2:valid,2:valid,,1
715,2:valid,2:valid,,1
716,1:bugged,2:valid,+,0.997
717,2:valid,2:valid,,1
718,2:valid,2:valid,,0.999
719,2:valid,2:valid,,1
720,2:valid,2:valid,,1
721,2:valid,2:valid,,1
722,2:valid,2:valid,,1
723,2:valid,2:valid,,1
724,2:valid,2:valid,,1
725,2:valid,2:valid,,1
726,2:valid,2:valid,,1
727,2:valid,2:valid,,1
728,2:valid,2:valid,,1
729,2:valid,2:valid,,1
730,2:valid,2:valid,,1
731,2:valid,2:valid,,1
732,2:valid,2:valid,,1
733,2:valid,2:valid,,1
734,2:valid,2:valid,,1
735,2:valid,2:valid,,1
736,2:valid,2:valid,,1
737,1:bugged,2:valid,+,0.624
738,2:valid,2:valid,,1
739,2:valid,2:valid,,0.987
740,2:valid,2:valid,,1
741,2:valid,2:valid,,0.985
742,2:valid,2:valid,,1
743,2:valid,2:valid,,0.987
744,2:valid,2:valid,,1
745,2:valid,2:valid,,0.933
746,2:valid,2:valid,,0.994
747,2:valid,2:valid,,1
748,2:valid,2:valid,,1
749,2:valid,2:valid,,1
750,2:valid,2:valid,,0.994
751,2:valid,2:valid,,0.999
752,2:valid,2:valid,,1
753,2:valid,2:valid,,1
754,2:valid,2:valid,,0.987
755,2:valid,2:valid,,1
756,2:valid,2:valid,,1
757,2:valid,2:valid,,1
758,2:valid,2:valid,,1
759,2:valid,2:valid,,1
760,2:valid,2:valid,,1
761,2:valid,2:valid,,1
762,2:valid,2:valid,,1
763,2:valid,2:valid,,1
764,2:valid,2:valid,,1
765,2:valid,2:valid,,1
766,1:bugged,2:valid,+,0.998
767,2:valid,2:valid,,1
768,2:valid,2:valid,,1
769,2:valid,2:valid,,1
770,2:valid,2:valid,,0.998
771,2:valid,2:valid,,1
772,2:valid,2:valid,,1
773,2:valid,2:valid,,0.996
774,2:valid,2:valid,,1
775,2:valid,2:valid,,1
776,2:valid,2:valid,,0.992
777,2:valid,2:valid,,1
778,2:valid,2:valid,,0.999
779,2:valid,2:valid,,0.999
780,2:valid,2:valid,,1
781,2:valid,2:valid,,1
782,2:valid,2:valid,,1
783,2:valid,2:valid,,1
784,2:valid,2:valid,,1
785,2:valid,2:valid,,1
786,2:valid,2:valid,,1
787,2:valid,2:valid,,0.997
788,2:valid,2:valid,,1
789,2:valid,2:valid,,0.997
790,2:valid,2:valid,,0.998
791,2:valid,2:valid,,1
792,2:valid,2:valid,,0.998
793,2:valid,2:valid,,1
794,2:valid,2:valid,,0.99
795,2:valid,2:valid,,1
796,2:valid,2:valid,,1
797,2:valid,2:valid,,1
798,2:valid,2:valid,,1
799,2:valid,2:valid,,0.995
800,2:valid,2:valid,,1
801,2:valid,2:valid,,1
802,2:valid,2:valid,,1
803,2:valid,2:valid,,1
804,2:valid,2:valid,,0.999
805,2:valid,2:valid,,1
806,2:valid,2:valid,,1
807,2:valid,2:valid,,1
808,1:bugged,2:valid,+,1
809,2:valid,2:valid,,1
810,2:valid,2:valid,,1
811,2:valid,2:valid,,0.959
812,2:valid,2:valid,,1
813,2:valid,2:valid,,0.985
814,2:valid,2:valid,,0.999
815,2:valid,2:valid,,0.984
816,2:valid,2:valid,,1
817,2:valid,2:valid,,1
818,2:valid,2:valid,,1
819,2:valid,2:valid,,1

