inst#,actual,predicted,error,prediction
103,2:valid,2:valid,,0.996
104,2:valid,2:valid,,1
105,2:valid,2:valid,,0.999
106,2:valid,2:valid,,1
107,2:valid,2:valid,,1
108,2:valid,2:valid,,1
109,2:valid,2:valid,,1
110,2:valid,2:valid,,0.998
111,2:valid,2:valid,,0.995
112,2:valid,2:valid,,1
113,2:valid,2:valid,,1
114,2:valid,2:valid,,1
115,2:valid,2:valid,,0.997
116,2:valid,2:valid,,0.964
117,2:valid,2:valid,,0.991
118,2:valid,2:valid,,1
119,2:valid,2:valid,,1
120,2:valid,2:valid,,1
121,2:valid,2:valid,,1
122,2:valid,2:valid,,0.989
123,2:valid,2:valid,,0.984
124,2:valid,2:valid,,0.998
125,2:valid,2:valid,,0.994
126,2:valid,2:valid,,1
127,2:valid,2:valid,,0.903
128,2:valid,2:valid,,0.999
129,2:valid,2:valid,,0.943
130,2:valid,2:valid,,0.939
131,2:valid,2:valid,,0.98
132,2:valid,2:valid,,1
133,2:valid,2:valid,,1
134,2:valid,2:valid,,0.974
135,2:valid,2:valid,,0.973
136,2:valid,2:valid,,1
137,2:valid,2:valid,,1
138,2:valid,2:valid,,0.996
139,2:valid,2:valid,,1
140,2:valid,2:valid,,0.999
141,2:valid,2:valid,,1
142,2:valid,2:valid,,1
143,2:valid,2:valid,,0.996
144,2:valid,2:valid,,1
145,2:valid,2:valid,,0.996
146,2:valid,2:valid,,1
147,2:valid,2:valid,,1
148,2:valid,2:valid,,0.996
149,2:valid,2:valid,,0.992
150,2:valid,2:valid,,0.986
151,2:valid,2:valid,,0.988
152,2:valid,2:valid,,0.997
153,2:valid,2:valid,,0.992
154,2:valid,2:valid,,1
155,2:valid,2:valid,,1
156,2:valid,2:valid,,0.998
157,2:valid,2:valid,,0.999
158,2:valid,2:valid,,0.91
159,2:valid,2:valid,,0.988
160,2:valid,2:valid,,0.999
161,2:valid,2:valid,,1
162,2:valid,2:valid,,0.995
163,2:valid,2:valid,,0.951
164,2:valid,2:valid,,0.999
165,2:valid,2:valid,,1
166,2:valid,2:valid,,0.999
167,2:valid,2:valid,,1
168,2:valid,2:valid,,0.844
169,2:valid,2:valid,,0.993
170,2:valid,2:valid,,1
171,2:valid,2:valid,,0.999
172,2:valid,2:valid,,1
173,2:valid,2:valid,,0.989
174,2:valid,2:valid,,1
175,2:valid,2:valid,,1
176,2:valid,2:valid,,0.891
177,2:valid,2:valid,,0.984
178,2:valid,2:valid,,0.994
179,2:valid,2:valid,,0.974
180,2:valid,2:valid,,1
181,2:valid,2:valid,,1
182,2:valid,2:valid,,1
183,2:valid,2:valid,,1
184,2:valid,2:valid,,0.993
185,2:valid,2:valid,,0.996
186,2:valid,2:valid,,1
187,2:valid,2:valid,,1
188,2:valid,2:valid,,1
189,2:valid,2:valid,,1
190,2:valid,2:valid,,0.956
191,2:valid,2:valid,,0.996
192,2:valid,2:valid,,1
193,2:valid,2:valid,,0.996
194,2:valid,2:valid,,1
195,2:valid,2:valid,,0.999
196,2:valid,2:valid,,0.999
197,2:valid,2:valid,,1
198,2:valid,2:valid,,1
199,2:valid,2:valid,,1
200,2:valid,2:valid,,0.995
201,2:valid,2:valid,,0.995
202,2:valid,2:valid,,0.999
203,2:valid,2:valid,,1
204,2:valid,2:valid,,1
205,2:valid,2:valid,,1
206,2:valid,2:valid,,0.794
207,2:valid,2:valid,,0.996
208,2:valid,2:valid,,0.997
209,2:valid,2:valid,,0.994
210,2:valid,2:valid,,0.989
211,2:valid,2:valid,,0.99
212,2:valid,2:valid,,0.992
213,2:valid,2:valid,,0.954
214,2:valid,2:valid,,1
215,2:valid,2:valid,,1
216,2:valid,2:valid,,1
217,2:valid,2:valid,,1
218,2:valid,2:valid,,0.998
219,2:valid,2:valid,,1
220,2:valid,2:valid,,1
221,2:valid,2:valid,,0.999
222,2:valid,2:valid,,1
223,2:valid,2:valid,,0.848
224,2:valid,2:valid,,0.993
225,2:valid,2:valid,,1
226,2:valid,2:valid,,0.996
227,2:valid,2:valid,,1
228,2:valid,2:valid,,0.998
229,2:valid,2:valid,,1
230,2:valid,2:valid,,1
231,2:valid,2:valid,,0.975
232,2:valid,2:valid,,0.992
233,2:valid,2:valid,,0.981
234,2:valid,2:valid,,1
235,2:valid,2:valid,,0.876
236,2:valid,2:valid,,0.998
237,2:valid,2:valid,,0.999
238,2:valid,2:valid,,1
239,2:valid,2:valid,,0.948
240,2:valid,2:valid,,0.989
241,2:valid,2:valid,,1
242,2:valid,2:valid,,0.997
243,2:valid,2:valid,,1
244,2:valid,2:valid,,0.998
245,2:valid,2:valid,,0.989
246,2:valid,2:valid,,1
247,2:valid,2:valid,,1
248,2:valid,2:valid,,1
249,2:valid,2:valid,,0.999
250,2:valid,2:valid,,1
251,2:valid,2:valid,,0.974
252,2:valid,2:valid,,1
253,2:valid,2:valid,,0.985
254,2:valid,2:valid,,0.999
255,2:valid,2:valid,,1
256,2:valid,2:valid,,0.999
257,2:valid,2:valid,,1
258,2:valid,2:valid,,0.999
259,2:valid,2:valid,,0.885
260,2:valid,2:valid,,1
261,2:valid,2:valid,,0.759
262,2:valid,2:valid,,1
263,2:valid,2:valid,,1
264,2:valid,2:valid,,0.998
265,2:valid,2:valid,,1
266,2:valid,2:valid,,0.992
267,2:valid,2:valid,,1
268,2:valid,2:valid,,1
269,2:valid,2:valid,,0.997
270,2:valid,2:valid,,0.982
271,2:valid,2:valid,,0.99
272,2:valid,2:valid,,1
273,2:valid,2:valid,,0.999
274,2:valid,2:valid,,0.956
275,2:valid,2:valid,,1
276,2:valid,2:valid,,1
277,2:valid,2:valid,,1
278,2:valid,2:valid,,0.975
279,2:valid,2:valid,,0.997
280,2:valid,2:valid,,1
281,2:valid,2:valid,,1
282,1:bugged,2:valid,+,0.732
283,2:valid,2:valid,,1
284,2:valid,2:valid,,0.991
285,2:valid,2:valid,,1
286,2:valid,2:valid,,1
287,2:valid,2:valid,,1
288,2:valid,2:valid,,0.985
289,2:valid,2:valid,,1
290,2:valid,2:valid,,0.98
291,2:valid,2:valid,,0.996
292,2:valid,2:valid,,1
293,2:valid,2:valid,,1
294,2:valid,2:valid,,0.998
295,2:valid,2:valid,,1
296,2:valid,2:valid,,1
297,2:valid,2:valid,,1
298,2:valid,2:valid,,1
299,2:valid,2:valid,,0.998
300,2:valid,2:valid,,0.966
301,2:valid,2:valid,,0.813
302,2:valid,2:valid,,1
303,2:valid,2:valid,,1
304,2:valid,2:valid,,1
305,2:valid,2:valid,,0.997
306,2:valid,2:valid,,0.995
307,2:valid,2:valid,,0.994
308,2:valid,2:valid,,1
309,2:valid,2:valid,,0.98
310,2:valid,2:valid,,0.998
311,2:valid,2:valid,,1
312,2:valid,2:valid,,0.968
313,2:valid,2:valid,,1
314,2:valid,2:valid,,0.993
315,2:valid,2:valid,,0.998
316,2:valid,2:valid,,0.993
317,2:valid,2:valid,,1
318,2:valid,2:valid,,0.997
319,2:valid,2:valid,,1
320,2:valid,2:valid,,0.999
321,2:valid,2:valid,,0.995
322,2:valid,2:valid,,1
323,2:valid,2:valid,,0.987
324,2:valid,2:valid,,0.998
325,2:valid,2:valid,,1
326,2:valid,2:valid,,1
327,2:valid,2:valid,,0.986
328,2:valid,2:valid,,1
329,2:valid,2:valid,,1
330,2:valid,2:valid,,1
331,2:valid,2:valid,,1
332,2:valid,2:valid,,0.993
333,2:valid,2:valid,,1
334,2:valid,2:valid,,1
335,2:valid,2:valid,,0.999
336,2:valid,2:valid,,1
337,2:valid,2:valid,,1
338,2:valid,2:valid,,1
339,2:valid,2:valid,,0.999
340,2:valid,2:valid,,1
341,2:valid,2:valid,,1
342,2:valid,2:valid,,1
343,2:valid,2:valid,,1
344,2:valid,2:valid,,0.997
345,2:valid,2:valid,,1
346,2:valid,2:valid,,0.982
347,2:valid,2:valid,,1
348,2:valid,2:valid,,1
349,2:valid,2:valid,,1
350,2:valid,2:valid,,1
351,2:valid,2:valid,,0.996
352,2:valid,2:valid,,1
353,2:valid,2:valid,,1
354,2:valid,2:valid,,1
355,2:valid,2:valid,,1
356,2:valid,2:valid,,1
357,2:valid,2:valid,,1
358,2:valid,2:valid,,1
359,2:valid,2:valid,,1
360,2:valid,2:valid,,1
361,2:valid,2:valid,,0.996
362,2:valid,2:valid,,1
363,2:valid,2:valid,,0.89
364,2:valid,2:valid,,0.98
365,2:valid,2:valid,,1
366,2:valid,2:valid,,1
367,2:valid,2:valid,,1
368,2:valid,2:valid,,1
369,2:valid,2:valid,,0.999
370,2:valid,2:valid,,1
371,2:valid,2:valid,,0.995
372,2:valid,2:valid,,0.978
373,2:valid,2:valid,,1
374,2:valid,2:valid,,0.998
375,2:valid,2:valid,,1
376,2:valid,2:valid,,1
377,2:valid,2:valid,,0.999
378,2:valid,2:valid,,1
379,2:valid,2:valid,,1
380,2:valid,2:valid,,1
381,2:valid,2:valid,,1
382,2:valid,2:valid,,0.994
383,2:valid,2:valid,,1
384,2:valid,2:valid,,1
385,2:valid,2:valid,,0.99
386,2:valid,2:valid,,0.999
387,2:valid,2:valid,,1
388,2:valid,2:valid,,0.997
389,2:valid,2:valid,,1
390,2:valid,2:valid,,0.996
391,2:valid,2:valid,,0.998
392,2:valid,2:valid,,1
393,2:valid,2:valid,,0.969
394,2:valid,2:valid,,0.999
395,2:valid,2:valid,,1
396,2:valid,2:valid,,1
397,2:valid,2:valid,,1
398,2:valid,2:valid,,1
399,2:valid,2:valid,,1
400,2:valid,2:valid,,0.983
401,2:valid,2:valid,,0.999
402,2:valid,2:valid,,1
403,2:valid,2:valid,,0.999
404,2:valid,2:valid,,0.998
405,2:valid,2:valid,,1
406,2:valid,2:valid,,0.98
407,2:valid,2:valid,,0.851
408,2:valid,2:valid,,0.992
409,2:valid,2:valid,,1
410,2:valid,2:valid,,0.981
411,2:valid,2:valid,,1
412,2:valid,2:valid,,1
413,2:valid,2:valid,,1
414,2:valid,2:valid,,1
415,2:valid,2:valid,,0.997
416,2:valid,2:valid,,0.983
417,2:valid,2:valid,,0.992
418,2:valid,2:valid,,1
419,2:valid,2:valid,,1
420,2:valid,2:valid,,1
421,2:valid,2:valid,,0.998
422,2:valid,2:valid,,1
423,2:valid,2:valid,,0.996
424,2:valid,2:valid,,1
425,2:valid,2:valid,,1
426,2:valid,2:valid,,0.996
427,2:valid,2:valid,,0.998
428,2:valid,2:valid,,1
429,2:valid,2:valid,,1
430,2:valid,2:valid,,1
431,2:valid,2:valid,,0.997
432,2:valid,2:valid,,0.947
433,2:valid,2:valid,,1
434,2:valid,2:valid,,0.999
435,2:valid,2:valid,,0.985
436,2:valid,2:valid,,1
437,2:valid,2:valid,,0.996
438,2:valid,2:valid,,0.912
439,2:valid,2:valid,,1
440,2:valid,2:valid,,1
441,2:valid,2:valid,,1
442,2:valid,2:valid,,1
443,2:valid,2:valid,,0.951
444,2:valid,2:valid,,0.995
445,2:valid,2:valid,,0.999
446,2:valid,2:valid,,0.999
447,2:valid,2:valid,,1
448,2:valid,2:valid,,0.999
449,2:valid,2:valid,,0.998
450,2:valid,2:valid,,1
451,2:valid,2:valid,,1
452,2:valid,2:valid,,0.999
453,2:valid,2:valid,,0.999
454,2:valid,2:valid,,0.986
455,2:valid,2:valid,,1
456,2:valid,2:valid,,0.999
457,2:valid,2:valid,,1
458,2:valid,2:valid,,0.999
459,2:valid,2:valid,,0.977
460,2:valid,2:valid,,0.992
461,2:valid,2:valid,,0.999
462,2:valid,2:valid,,1
463,2:valid,2:valid,,0.992
464,2:valid,2:valid,,1
465,2:valid,2:valid,,0.989
466,2:valid,2:valid,,1
467,2:valid,2:valid,,1
468,2:valid,2:valid,,1
469,2:valid,2:valid,,0.867
470,2:valid,2:valid,,0.993
471,2:valid,2:valid,,0.946
472,2:valid,2:valid,,0.999
473,2:valid,2:valid,,0.999
474,2:valid,2:valid,,1
475,2:valid,2:valid,,1
476,2:valid,2:valid,,1
477,2:valid,2:valid,,1
478,2:valid,2:valid,,0.999
479,2:valid,2:valid,,1
480,2:valid,2:valid,,1
481,2:valid,2:valid,,1
482,2:valid,2:valid,,1
483,2:valid,2:valid,,1
484,2:valid,2:valid,,1
485,2:valid,2:valid,,1
486,2:valid,2:valid,,1
487,2:valid,2:valid,,0.998
488,2:valid,2:valid,,1
489,2:valid,2:valid,,1
490,2:valid,2:valid,,1
491,2:valid,2:valid,,1
492,2:valid,2:valid,,1
493,2:valid,2:valid,,0.999
494,2:valid,2:valid,,1
495,2:valid,2:valid,,1
496,2:valid,2:valid,,1
497,2:valid,2:valid,,0.999
498,2:valid,2:valid,,1
499,2:valid,2:valid,,1
500,2:valid,2:valid,,0.993
501,2:valid,2:valid,,0.999
502,2:valid,2:valid,,1
503,2:valid,2:valid,,1
504,2:valid,2:valid,,1
505,2:valid,2:valid,,1
506,2:valid,2:valid,,0.999
507,2:valid,2:valid,,1
508,2:valid,2:valid,,1
509,2:valid,2:valid,,1
510,2:valid,2:valid,,1
511,2:valid,2:valid,,1
512,2:valid,2:valid,,0.997
513,2:valid,2:valid,,1
514,2:valid,2:valid,,1
515,2:valid,2:valid,,1
516,2:valid,2:valid,,1
517,2:valid,2:valid,,0.998
518,2:valid,2:valid,,1
519,2:valid,2:valid,,1
520,2:valid,2:valid,,1
521,2:valid,2:valid,,1
522,2:valid,2:valid,,1
523,2:valid,2:valid,,1
524,2:valid,2:valid,,1
525,2:valid,2:valid,,1
526,2:valid,2:valid,,1
527,2:valid,2:valid,,1
528,2:valid,2:valid,,1
529,2:valid,2:valid,,0.988
530,2:valid,2:valid,,0.815
531,2:valid,2:valid,,0.999
532,2:valid,2:valid,,0.617
533,2:valid,2:valid,,1
534,2:valid,2:valid,,0.998
535,2:valid,2:valid,,0.973
536,2:valid,2:valid,,1
537,2:valid,2:valid,,1
538,2:valid,2:valid,,0.999
539,2:valid,2:valid,,1
540,1:bugged,2:valid,+,0.873
541,2:valid,2:valid,,1
542,2:valid,2:valid,,0.998
543,2:valid,2:valid,,0.997
544,2:valid,2:valid,,1
545,2:valid,2:valid,,1
546,2:valid,2:valid,,1
547,2:valid,2:valid,,0.979
548,2:valid,2:valid,,0.999
549,2:valid,2:valid,,1
550,2:valid,2:valid,,1
551,2:valid,2:valid,,1
552,2:valid,2:valid,,0.969
553,2:valid,2:valid,,1
554,2:valid,2:valid,,1
555,2:valid,2:valid,,0.998
556,2:valid,2:valid,,1
557,2:valid,2:valid,,1
558,2:valid,2:valid,,0.994
559,2:valid,2:valid,,1
560,2:valid,2:valid,,0.991
561,2:valid,2:valid,,1
562,2:valid,2:valid,,0.999
563,2:valid,2:valid,,1
564,2:valid,2:valid,,1
565,2:valid,2:valid,,1
566,2:valid,2:valid,,0.999
567,2:valid,2:valid,,1
568,2:valid,2:valid,,1
569,2:valid,2:valid,,1
570,2:valid,2:valid,,0.999
571,2:valid,2:valid,,1
572,2:valid,2:valid,,0.988
573,2:valid,2:valid,,0.999
574,2:valid,2:valid,,1
575,2:valid,2:valid,,1
576,2:valid,2:valid,,1
577,2:valid,2:valid,,1
578,2:valid,2:valid,,0.905
579,2:valid,2:valid,,0.996
580,2:valid,2:valid,,1
581,2:valid,2:valid,,1
582,2:valid,2:valid,,0.999
583,2:valid,2:valid,,1
584,2:valid,2:valid,,1
585,2:valid,2:valid,,0.987
586,2:valid,2:valid,,1
587,2:valid,2:valid,,0.997
588,2:valid,2:valid,,1
589,2:valid,2:valid,,0.85
590,2:valid,2:valid,,1
591,2:valid,2:valid,,0.998
592,2:valid,2:valid,,1
593,2:valid,2:valid,,0.999
594,2:valid,2:valid,,0.998
595,2:valid,2:valid,,0.996
596,2:valid,2:valid,,0.998
597,2:valid,2:valid,,0.998
598,2:valid,2:valid,,0.645
599,2:valid,2:valid,,1
600,2:valid,2:valid,,1
601,2:valid,2:valid,,0.987
602,2:valid,2:valid,,0.998
603,2:valid,2:valid,,1
604,2:valid,2:valid,,1
605,2:valid,2:valid,,0.998
606,2:valid,2:valid,,1
607,2:valid,2:valid,,0.993
608,2:valid,2:valid,,1
609,2:valid,2:valid,,0.999
610,2:valid,2:valid,,1
611,2:valid,2:valid,,1
612,2:valid,2:valid,,1
613,2:valid,2:valid,,0.998
614,2:valid,2:valid,,1
615,2:valid,2:valid,,0.998
616,2:valid,2:valid,,1
617,2:valid,2:valid,,0.989
618,2:valid,2:valid,,0.965
619,2:valid,2:valid,,0.993
620,2:valid,2:valid,,0.938
621,2:valid,2:valid,,1
622,2:valid,2:valid,,0.981
623,2:valid,2:valid,,1
624,2:valid,2:valid,,1
625,2:valid,2:valid,,0.998
626,2:valid,2:valid,,0.975
627,2:valid,2:valid,,0.998
628,2:valid,2:valid,,1
629,2:valid,2:valid,,0.999
630,2:valid,2:valid,,1
631,2:valid,2:valid,,1
632,2:valid,2:valid,,1
633,2:valid,2:valid,,0.999
634,2:valid,2:valid,,1
635,2:valid,2:valid,,0.995
636,2:valid,2:valid,,0.998
637,2:valid,2:valid,,0.995
638,2:valid,2:valid,,0.988
639,2:valid,2:valid,,1
640,2:valid,2:valid,,1
641,2:valid,2:valid,,0.995
642,2:valid,2:valid,,0.999
643,2:valid,2:valid,,1
644,2:valid,2:valid,,1
645,2:valid,2:valid,,1
646,2:valid,2:valid,,1
647,2:valid,2:valid,,0.997
648,2:valid,2:valid,,0.994
649,2:valid,2:valid,,0.991
650,2:valid,2:valid,,1
651,2:valid,2:valid,,1
652,2:valid,2:valid,,0.999
653,2:valid,2:valid,,0.993
654,2:valid,2:valid,,1
655,2:valid,2:valid,,1
656,2:valid,2:valid,,1
657,2:valid,2:valid,,1
658,2:valid,2:valid,,1
659,2:valid,2:valid,,0.995
660,2:valid,2:valid,,0.999
661,2:valid,2:valid,,1
662,2:valid,2:valid,,1
663,2:valid,2:valid,,0.993
664,2:valid,2:valid,,0.986
665,2:valid,2:valid,,0.998
666,2:valid,2:valid,,1
667,2:valid,2:valid,,0.999
668,2:valid,2:valid,,1
669,2:valid,2:valid,,1
670,2:valid,2:valid,,1
671,2:valid,2:valid,,0.998
672,2:valid,2:valid,,1
673,2:valid,2:valid,,1
674,2:valid,2:valid,,1
675,2:valid,2:valid,,0.993
676,2:valid,2:valid,,1
677,2:valid,2:valid,,1
678,2:valid,2:valid,,0.997
679,2:valid,2:valid,,1
680,2:valid,2:valid,,1
681,2:valid,2:valid,,0.999
682,2:valid,2:valid,,1
683,2:valid,2:valid,,0.995
684,2:valid,2:valid,,1
685,2:valid,2:valid,,0.998
686,2:valid,2:valid,,1
687,2:valid,2:valid,,1
688,2:valid,2:valid,,0.998
689,2:valid,2:valid,,0.894
690,2:valid,2:valid,,0.998
691,2:valid,2:valid,,1
692,2:valid,2:valid,,0.998
693,2:valid,2:valid,,1
694,2:valid,2:valid,,0.998
695,2:valid,2:valid,,1
696,2:valid,2:valid,,0.987
697,2:valid,2:valid,,1
698,2:valid,2:valid,,0.986
699,2:valid,2:valid,,1
700,2:valid,2:valid,,0.995
701,2:valid,2:valid,,0.999
702,2:valid,2:valid,,1
703,2:valid,2:valid,,1
704,2:valid,2:valid,,1
705,2:valid,2:valid,,1
706,2:valid,2:valid,,0.998
707,2:valid,2:valid,,0.991
708,2:valid,2:valid,,1
709,2:valid,2:valid,,0.996
710,2:valid,2:valid,,0.99
711,2:valid,2:valid,,1
712,2:valid,2:valid,,1
713,2:valid,2:valid,,1
714,2:valid,2:valid,,1
715,2:valid,2:valid,,0.996
716,2:valid,2:valid,,0.999
717,2:valid,2:valid,,0.966
718,2:valid,2:valid,,1
719,2:valid,2:valid,,0.953
720,2:valid,2:valid,,1
721,2:valid,2:valid,,1
722,2:valid,2:valid,,1
723,2:valid,2:valid,,1
724,2:valid,2:valid,,1
725,2:valid,2:valid,,1
726,2:valid,2:valid,,1
727,2:valid,2:valid,,0.817
728,2:valid,2:valid,,1
729,2:valid,2:valid,,1
730,2:valid,2:valid,,1
731,2:valid,2:valid,,1
732,2:valid,2:valid,,1
733,2:valid,2:valid,,0.953
734,2:valid,2:valid,,1
735,2:valid,2:valid,,0.996
736,2:valid,2:valid,,1
737,2:valid,2:valid,,1
738,2:valid,2:valid,,1
739,2:valid,2:valid,,1
740,2:valid,2:valid,,1
741,2:valid,2:valid,,1
742,2:valid,2:valid,,0.997
743,2:valid,2:valid,,0.998
744,2:valid,2:valid,,0.901
745,2:valid,2:valid,,0.998
746,2:valid,2:valid,,1
747,2:valid,2:valid,,1
748,2:valid,2:valid,,0.999
749,2:valid,2:valid,,1
750,2:valid,2:valid,,0.999
751,2:valid,2:valid,,1
752,2:valid,2:valid,,1
753,2:valid,2:valid,,1
754,2:valid,2:valid,,1
755,2:valid,2:valid,,1
756,2:valid,2:valid,,0.994
757,2:valid,2:valid,,0.988
758,2:valid,2:valid,,1
759,2:valid,2:valid,,0.996
760,2:valid,2:valid,,0.996
761,2:valid,2:valid,,0.997
762,2:valid,2:valid,,1
763,2:valid,2:valid,,1
764,1:bugged,2:valid,+,0.99
765,2:valid,2:valid,,0.996
766,2:valid,2:valid,,1
767,2:valid,2:valid,,0.973
768,2:valid,2:valid,,1
769,2:valid,2:valid,,1
770,2:valid,2:valid,,1
771,2:valid,2:valid,,0.993
772,2:valid,2:valid,,1
773,2:valid,2:valid,,1
774,2:valid,2:valid,,0.977
775,2:valid,2:valid,,1
776,2:valid,2:valid,,1
777,2:valid,2:valid,,0.991
778,2:valid,2:valid,,1
779,2:valid,2:valid,,1
780,2:valid,2:valid,,1
781,2:valid,2:valid,,0.991
782,2:valid,2:valid,,1
783,2:valid,2:valid,,0.999
784,2:valid,2:valid,,0.99
785,2:valid,2:valid,,0.999
786,2:valid,2:valid,,0.996
787,2:valid,2:valid,,1
788,2:valid,2:valid,,0.998
789,2:valid,2:valid,,1
790,2:valid,2:valid,,1
791,2:valid,2:valid,,0.995
792,2:valid,2:valid,,1
793,2:valid,2:valid,,1
794,2:valid,2:valid,,1
795,2:valid,2:valid,,0.999
796,2:valid,2:valid,,0.992
797,2:valid,2:valid,,1
798,2:valid,2:valid,,0.997
799,2:valid,2:valid,,0.999
800,2:valid,2:valid,,1
801,2:valid,2:valid,,1
802,2:valid,2:valid,,0.996
803,2:valid,2:valid,,0.999
804,2:valid,2:valid,,0.998
805,2:valid,2:valid,,0.98
806,2:valid,2:valid,,0.999
807,2:valid,2:valid,,0.826
808,2:valid,2:valid,,1
809,2:valid,2:valid,,1
810,2:valid,2:valid,,0.991
811,2:valid,2:valid,,0.998
812,2:valid,2:valid,,0.932
813,2:valid,2:valid,,0.984
814,2:valid,2:valid,,1
815,2:valid,2:valid,,1
816,2:valid,2:valid,,1
817,2:valid,2:valid,,1
818,2:valid,2:valid,,1
819,2:valid,2:valid,,0.999
820,2:valid,2:valid,,1
821,2:valid,2:valid,,0.952
822,2:valid,2:valid,,0.999
823,2:valid,2:valid,,0.988
824,2:valid,2:valid,,1
825,2:valid,2:valid,,1
826,2:valid,2:valid,,1
827,2:valid,2:valid,,0.996
828,2:valid,2:valid,,1
829,2:valid,2:valid,,1
830,2:valid,2:valid,,1
831,2:valid,2:valid,,1
832,2:valid,2:valid,,0.998
833,2:valid,2:valid,,1
834,2:valid,2:valid,,0.991
835,2:valid,2:valid,,0.942
836,2:valid,2:valid,,1
837,2:valid,2:valid,,1
838,2:valid,2:valid,,0.996
839,2:valid,2:valid,,1
840,2:valid,2:valid,,1
841,2:valid,2:valid,,1
842,2:valid,2:valid,,1
843,2:valid,2:valid,,0.996
844,2:valid,2:valid,,1
845,2:valid,2:valid,,0.992
846,2:valid,2:valid,,0.816
847,2:valid,2:valid,,1
848,2:valid,2:valid,,1
849,2:valid,2:valid,,1
850,2:valid,2:valid,,0.999
851,2:valid,2:valid,,1
852,2:valid,2:valid,,1
853,2:valid,2:valid,,0.873
854,2:valid,2:valid,,1
855,2:valid,2:valid,,0.998
856,2:valid,2:valid,,1
857,2:valid,2:valid,,0.999
858,2:valid,2:valid,,1
859,2:valid,2:valid,,1
860,2:valid,2:valid,,1
861,2:valid,2:valid,,1
862,2:valid,2:valid,,1
863,2:valid,2:valid,,1
864,2:valid,2:valid,,1
865,2:valid,2:valid,,1
866,2:valid,2:valid,,0.998
867,2:valid,2:valid,,0.999
868,2:valid,2:valid,,0.998
869,2:valid,2:valid,,0.984
870,2:valid,2:valid,,1
871,2:valid,2:valid,,1
872,2:valid,2:valid,,1
873,2:valid,2:valid,,1
874,2:valid,2:valid,,0.995
875,2:valid,2:valid,,0.998
876,2:valid,2:valid,,0.999
877,2:valid,2:valid,,1
