inst#,actual,predicted,error,prediction
878,2:valid,2:valid,,0.997
879,2:valid,2:valid,,0.963
880,2:valid,2:valid,,0.998
881,2:valid,2:valid,,0.994
882,2:valid,2:valid,,1
883,2:valid,2:valid,,1
884,2:valid,2:valid,,1
885,2:valid,2:valid,,0.998
886,2:valid,2:valid,,0.994
887,2:valid,2:valid,,1
888,2:valid,2:valid,,1
889,2:valid,2:valid,,1
890,2:valid,2:valid,,0.999
891,2:valid,2:valid,,0.999
892,2:valid,2:valid,,1
893,2:valid,2:valid,,1
894,2:valid,2:valid,,1
895,2:valid,2:valid,,1
896,2:valid,2:valid,,1
897,2:valid,2:valid,,1
898,2:valid,2:valid,,0.967
899,2:valid,2:valid,,0.992
900,2:valid,2:valid,,1
901,2:valid,2:valid,,1
902,2:valid,2:valid,,1
903,2:valid,2:valid,,1
904,2:valid,2:valid,,1
905,2:valid,2:valid,,1
906,2:valid,2:valid,,0.998
907,2:valid,2:valid,,1
908,2:valid,2:valid,,0.988
909,2:valid,2:valid,,1
910,2:valid,2:valid,,0.999
911,2:valid,2:valid,,1
912,2:valid,2:valid,,0.996
913,2:valid,2:valid,,0.999
914,2:valid,2:valid,,1
915,2:valid,2:valid,,1
916,2:valid,2:valid,,1
917,2:valid,2:valid,,1
918,2:valid,2:valid,,0.998
919,2:valid,2:valid,,1
920,2:valid,2:valid,,1
921,2:valid,2:valid,,1
922,2:valid,2:valid,,0.966
923,2:valid,2:valid,,1
924,2:valid,2:valid,,0.997
925,2:valid,2:valid,,0.993
926,2:valid,2:valid,,0.999
927,2:valid,2:valid,,0.999
928,2:valid,2:valid,,1
929,2:valid,2:valid,,1
930,2:valid,2:valid,,1
931,2:valid,2:valid,,1
932,2:valid,2:valid,,1
933,2:valid,2:valid,,0.998
934,2:valid,2:valid,,1
935,2:valid,2:valid,,1
936,2:valid,2:valid,,0.991
937,2:valid,2:valid,,1
938,2:valid,2:valid,,1
939,2:valid,2:valid,,1
940,2:valid,2:valid,,0.988
941,2:valid,2:valid,,0.952
942,2:valid,2:valid,,1
943,2:valid,2:valid,,1
944,2:valid,2:valid,,0.999
945,2:valid,2:valid,,0.999
946,2:valid,2:valid,,0.984
947,2:valid,2:valid,,1
948,2:valid,2:valid,,0.999
949,2:valid,2:valid,,1
950,2:valid,2:valid,,1
951,2:valid,2:valid,,1
952,2:valid,2:valid,,1
953,2:valid,2:valid,,0.97
954,2:valid,2:valid,,0.997
955,2:valid,2:valid,,1
956,2:valid,2:valid,,0.999
957,2:valid,2:valid,,0.999

