inst#,actual,predicted,error,prediction
268,1:bugged,2:valid,+,0.985
269,2:valid,2:valid,,0.955
270,2:valid,2:valid,,1
271,2:valid,2:valid,,0.998
272,2:valid,2:valid,,1
273,2:valid,2:valid,,0.999
274,2:valid,2:valid,,0.996
275,2:valid,2:valid,,0.983
276,2:valid,2:valid,,1
277,2:valid,2:valid,,1
278,2:valid,2:valid,,1
279,2:valid,2:valid,,1
280,2:valid,2:valid,,0.999
281,2:valid,2:valid,,1
282,2:valid,2:valid,,1
283,1:bugged,2:valid,+,0.815
284,2:valid,2:valid,,1
285,2:valid,2:valid,,0.999
286,2:valid,2:valid,,1
287,2:valid,2:valid,,1
288,1:bugged,2:valid,+,0.993
289,2:valid,2:valid,,0.973
290,2:valid,2:valid,,1
291,2:valid,2:valid,,0.999
292,2:valid,2:valid,,1
293,2:valid,2:valid,,0.997
294,2:valid,2:valid,,0.998
295,1:bugged,2:valid,+,0.975
296,2:valid,2:valid,,1
297,2:valid,2:valid,,1
298,2:valid,2:valid,,0.998
299,2:valid,2:valid,,1
300,2:valid,2:valid,,1
301,2:valid,2:valid,,1
302,2:valid,2:valid,,0.962
303,1:bugged,2:valid,+,0.998
304,2:valid,2:valid,,1
305,2:valid,2:valid,,1
306,2:valid,2:valid,,0.993
307,2:valid,2:valid,,1
308,2:valid,2:valid,,1
309,2:valid,2:valid,,1
310,2:valid,2:valid,,0.998
311,2:valid,2:valid,,1
312,2:valid,2:valid,,1
313,2:valid,2:valid,,0.998
314,2:valid,2:valid,,0.995
315,2:valid,2:valid,,1
316,2:valid,2:valid,,1
317,2:valid,2:valid,,1
318,2:valid,2:valid,,0.997
319,2:valid,2:valid,,1
320,2:valid,2:valid,,1
321,2:valid,2:valid,,1
322,2:valid,2:valid,,1
323,2:valid,2:valid,,1
324,2:valid,2:valid,,1
325,2:valid,2:valid,,0.998
326,2:valid,2:valid,,1
327,2:valid,2:valid,,0.999
328,2:valid,2:valid,,1
329,2:valid,2:valid,,1
330,2:valid,2:valid,,0.985
331,2:valid,2:valid,,0.999
332,2:valid,2:valid,,1
333,2:valid,2:valid,,0.999
334,2:valid,2:valid,,1
335,2:valid,2:valid,,0.951
336,2:valid,2:valid,,0.999
337,2:valid,2:valid,,1
338,2:valid,2:valid,,0.987
339,2:valid,2:valid,,1
340,2:valid,2:valid,,0.998
341,2:valid,2:valid,,0.999
342,1:bugged,2:valid,+,0.985
343,2:valid,2:valid,,1
344,2:valid,2:valid,,0.883
345,2:valid,2:valid,,1
346,2:valid,2:valid,,1
347,2:valid,2:valid,,0.996
348,2:valid,2:valid,,1
349,2:valid,2:valid,,1
350,2:valid,2:valid,,0.999
351,2:valid,2:valid,,0.989
352,2:valid,2:valid,,1
353,2:valid,2:valid,,0.992
354,2:valid,2:valid,,0.999
355,2:valid,2:valid,,1
356,2:valid,2:valid,,1
357,2:valid,2:valid,,1
358,2:valid,2:valid,,0.998
359,2:valid,2:valid,,1
360,2:valid,2:valid,,0.908
361,2:valid,2:valid,,1
362,2:valid,2:valid,,0.986
363,2:valid,2:valid,,0.998
364,2:valid,2:valid,,1
365,2:valid,2:valid,,1
366,2:valid,2:valid,,1
367,1:bugged,2:valid,+,0.817
368,2:valid,2:valid,,0.996
369,2:valid,2:valid,,1
370,1:bugged,2:valid,+,0.983
371,2:valid,2:valid,,1
372,2:valid,2:valid,,0.998
373,2:valid,2:valid,,1
374,2:valid,2:valid,,0.999
375,2:valid,2:valid,,1
376,2:valid,2:valid,,1
377,2:valid,2:valid,,0.996
378,2:valid,2:valid,,1
379,2:valid,2:valid,,1
380,2:valid,2:valid,,1
381,2:valid,2:valid,,1
382,2:valid,2:valid,,1
383,2:valid,2:valid,,0.999
384,2:valid,2:valid,,1
385,2:valid,2:valid,,1
386,2:valid,2:valid,,0.975
387,2:valid,2:valid,,0.995
388,2:valid,2:valid,,1
389,2:valid,2:valid,,0.999
390,2:valid,2:valid,,1
391,2:valid,2:valid,,1
392,2:valid,2:valid,,0.941
393,2:valid,2:valid,,0.997
394,2:valid,2:valid,,0.998
395,2:valid,2:valid,,1
396,2:valid,2:valid,,1
397,2:valid,2:valid,,1
398,2:valid,2:valid,,1
399,2:valid,2:valid,,0.993
400,2:valid,2:valid,,1
401,2:valid,2:valid,,1
402,2:valid,2:valid,,0.978
403,2:valid,2:valid,,0.974
404,2:valid,2:valid,,1
405,2:valid,2:valid,,1
406,2:valid,2:valid,,1
407,2:valid,2:valid,,0.997
408,2:valid,2:valid,,1
409,2:valid,2:valid,,0.993
410,2:valid,2:valid,,0.999
411,2:valid,2:valid,,0.747
412,2:valid,2:valid,,1
413,2:valid,2:valid,,0.989
414,2:valid,2:valid,,0.993
415,2:valid,2:valid,,1
416,2:valid,2:valid,,1
417,2:valid,2:valid,,1
418,2:valid,2:valid,,0.721
419,2:valid,2:valid,,1
420,2:valid,2:valid,,1
421,1:bugged,2:valid,+,0.917
422,2:valid,2:valid,,1
423,2:valid,2:valid,,0.953
424,2:valid,2:valid,,0.994
425,2:valid,2:valid,,1
426,2:valid,2:valid,,0.999
427,2:valid,2:valid,,1
428,2:valid,2:valid,,1
429,2:valid,2:valid,,0.999
430,2:valid,2:valid,,0.997
431,2:valid,2:valid,,0.865
432,2:valid,2:valid,,1
433,1:bugged,2:valid,+,0.993
434,2:valid,2:valid,,0.998
435,2:valid,2:valid,,0.987
436,2:valid,2:valid,,0.997
437,1:bugged,2:valid,+,0.84
438,2:valid,2:valid,,1
439,2:valid,2:valid,,1
440,2:valid,2:valid,,1
441,2:valid,2:valid,,0.996
442,2:valid,2:valid,,0.996
443,2:valid,2:valid,,0.996
444,2:valid,2:valid,,0.958
445,2:valid,2:valid,,1
446,2:valid,2:valid,,0.998
447,2:valid,2:valid,,0.855
448,2:valid,2:valid,,0.992
449,2:valid,2:valid,,1
450,2:valid,2:valid,,0.638
451,2:valid,2:valid,,0.994
452,2:valid,2:valid,,1
453,2:valid,2:valid,,1
454,2:valid,2:valid,,0.994
455,2:valid,2:valid,,0.997
456,2:valid,2:valid,,1
457,2:valid,2:valid,,0.986
458,2:valid,2:valid,,0.999
459,2:valid,2:valid,,0.987
460,1:bugged,2:valid,+,0.781
461,2:valid,2:valid,,1
462,2:valid,2:valid,,0.976
463,2:valid,2:valid,,1
464,2:valid,2:valid,,1
465,2:valid,2:valid,,0.999
466,2:valid,2:valid,,1
467,2:valid,2:valid,,1
468,2:valid,2:valid,,1
469,2:valid,2:valid,,1
470,2:valid,2:valid,,0.996
471,2:valid,2:valid,,1
472,2:valid,2:valid,,1
473,2:valid,2:valid,,1
474,2:valid,2:valid,,1
475,2:valid,2:valid,,1
476,2:valid,2:valid,,1
477,2:valid,2:valid,,1
478,2:valid,2:valid,,1
479,2:valid,2:valid,,0.997
480,2:valid,2:valid,,1
481,2:valid,2:valid,,1
482,2:valid,2:valid,,1
483,2:valid,2:valid,,0.988
484,2:valid,2:valid,,0.997
485,2:valid,1:bugged,+,0.516
486,2:valid,2:valid,,1
487,2:valid,2:valid,,0.996
488,2:valid,2:valid,,0.998
489,2:valid,2:valid,,0.997
490,2:valid,2:valid,,0.984
491,2:valid,2:valid,,1
492,2:valid,2:valid,,1
493,2:valid,2:valid,,1
494,1:bugged,2:valid,+,0.993
495,2:valid,2:valid,,1
496,1:bugged,2:valid,+,0.996
497,2:valid,2:valid,,1
498,2:valid,2:valid,,0.998
499,2:valid,2:valid,,0.992
500,2:valid,2:valid,,1
501,1:bugged,2:valid,+,0.964
502,2:valid,2:valid,,0.995
503,2:valid,2:valid,,1
504,2:valid,2:valid,,1
505,2:valid,2:valid,,0.996
506,2:valid,2:valid,,1
507,2:valid,2:valid,,0.999
508,2:valid,2:valid,,1
509,2:valid,2:valid,,0.99
510,2:valid,2:valid,,0.971
511,2:valid,2:valid,,0.997
512,2:valid,2:valid,,1
513,2:valid,2:valid,,0.985
514,2:valid,2:valid,,0.999
515,1:bugged,2:valid,+,1
516,2:valid,2:valid,,1
517,2:valid,2:valid,,1
518,2:valid,2:valid,,0.996
519,1:bugged,2:valid,+,1
520,2:valid,2:valid,,0.999
521,2:valid,2:valid,,0.998
522,2:valid,2:valid,,0.994
523,2:valid,2:valid,,0.999
524,2:valid,2:valid,,0.988
525,2:valid,2:valid,,1
526,2:valid,2:valid,,1
527,2:valid,2:valid,,1
528,2:valid,2:valid,,1
529,2:valid,2:valid,,1
530,2:valid,2:valid,,0.999
531,2:valid,2:valid,,0.996
532,2:valid,2:valid,,0.997
533,2:valid,2:valid,,1
534,2:valid,2:valid,,0.999
535,2:valid,2:valid,,1
536,2:valid,2:valid,,1
537,2:valid,2:valid,,0.988
538,2:valid,2:valid,,1
539,1:bugged,2:valid,+,0.959
540,2:valid,2:valid,,0.994
541,2:valid,2:valid,,0.997
542,2:valid,2:valid,,1
543,2:valid,2:valid,,0.999
544,2:valid,2:valid,,0.999
545,2:valid,2:valid,,1
546,2:valid,2:valid,,0.947
547,2:valid,2:valid,,1
548,2:valid,2:valid,,1
549,2:valid,2:valid,,1
550,2:valid,2:valid,,0.99
551,1:bugged,1:bugged,,0.601
552,2:valid,2:valid,,1
553,2:valid,2:valid,,0.997
554,2:valid,2:valid,,1
555,2:valid,2:valid,,1
556,2:valid,2:valid,,1
557,2:valid,2:valid,,1
558,2:valid,2:valid,,0.999
559,2:valid,2:valid,,1
560,2:valid,2:valid,,1
561,1:bugged,2:valid,+,0.828
562,2:valid,2:valid,,1
563,2:valid,2:valid,,0.996
564,2:valid,2:valid,,1
565,2:valid,2:valid,,1
566,2:valid,2:valid,,0.998
567,2:valid,2:valid,,1
568,2:valid,2:valid,,0.937
569,2:valid,2:valid,,0.999
570,2:valid,2:valid,,1
571,2:valid,2:valid,,1
572,2:valid,2:valid,,1
573,2:valid,2:valid,,0.999
574,2:valid,2:valid,,0.959
575,2:valid,2:valid,,1
576,2:valid,2:valid,,1
577,2:valid,2:valid,,1
578,2:valid,2:valid,,1
579,2:valid,2:valid,,0.999
580,2:valid,2:valid,,0.998
581,2:valid,2:valid,,1
582,2:valid,2:valid,,1
583,2:valid,2:valid,,1
584,2:valid,2:valid,,0.999
585,2:valid,2:valid,,1
586,2:valid,2:valid,,1
587,2:valid,2:valid,,1
588,2:valid,2:valid,,1
589,2:valid,2:valid,,1
590,2:valid,2:valid,,1
591,2:valid,2:valid,,1
592,2:valid,2:valid,,0.995
593,2:valid,2:valid,,0.998
594,1:bugged,2:valid,+,0.777
595,2:valid,2:valid,,1
596,2:valid,2:valid,,1
597,2:valid,2:valid,,1
598,2:valid,2:valid,,1
599,2:valid,2:valid,,1
600,2:valid,2:valid,,1
601,2:valid,2:valid,,1
602,2:valid,2:valid,,0.99
603,1:bugged,2:valid,+,0.986
604,2:valid,2:valid,,0.999
605,1:bugged,2:valid,+,0.968
606,2:valid,2:valid,,0.946
607,2:valid,2:valid,,0.989
608,2:valid,2:valid,,1
609,2:valid,2:valid,,1
610,2:valid,2:valid,,1
611,2:valid,2:valid,,0.998
612,2:valid,2:valid,,1
613,2:valid,2:valid,,1
614,2:valid,2:valid,,0.993
615,2:valid,2:valid,,1
616,2:valid,2:valid,,1
617,2:valid,2:valid,,1
618,2:valid,2:valid,,0.998
619,1:bugged,2:valid,+,0.974
620,2:valid,2:valid,,1
621,2:valid,2:valid,,1
622,1:bugged,2:valid,+,0.977
623,2:valid,2:valid,,0.999
624,2:valid,2:valid,,1
625,2:valid,2:valid,,0.999
626,2:valid,2:valid,,0.999
627,2:valid,2:valid,,0.999
628,2:valid,2:valid,,1
629,2:valid,2:valid,,1
630,2:valid,2:valid,,0.817
631,2:valid,2:valid,,0.989
632,2:valid,2:valid,,0.998
633,2:valid,2:valid,,1
634,2:valid,2:valid,,1
635,2:valid,2:valid,,1
636,2:valid,2:valid,,1
637,2:valid,2:valid,,1
638,2:valid,2:valid,,1
639,2:valid,2:valid,,1
640,2:valid,2:valid,,1
641,1:bugged,2:valid,+,0.98
642,2:valid,2:valid,,0.991
643,1:bugged,2:valid,+,1
644,2:valid,2:valid,,1
645,2:valid,2:valid,,0.821
646,2:valid,2:valid,,1
647,2:valid,2:valid,,0.996
648,2:valid,2:valid,,0.844
649,1:bugged,2:valid,+,0.798
650,2:valid,2:valid,,1
651,2:valid,2:valid,,0.998
652,2:valid,2:valid,,0.998
653,2:valid,2:valid,,0.999
654,1:bugged,2:valid,+,0.857
655,2:valid,2:valid,,1
656,2:valid,2:valid,,0.993
657,2:valid,2:valid,,1
658,2:valid,2:valid,,1
659,2:valid,2:valid,,0.999
660,2:valid,2:valid,,0.81
661,2:valid,2:valid,,1
662,2:valid,2:valid,,0.982
663,1:bugged,2:valid,+,0.974
664,2:valid,2:valid,,0.998
665,2:valid,2:valid,,0.975
666,2:valid,2:valid,,1
667,2:valid,2:valid,,1
668,2:valid,2:valid,,1
669,2:valid,2:valid,,1
670,2:valid,2:valid,,0.999
671,2:valid,2:valid,,0.99
672,2:valid,2:valid,,1
673,2:valid,2:valid,,1
674,2:valid,2:valid,,0.998
675,2:valid,2:valid,,1
676,2:valid,2:valid,,1
677,2:valid,2:valid,,1
678,2:valid,2:valid,,1
679,2:valid,2:valid,,0.994
680,2:valid,2:valid,,1
681,2:valid,2:valid,,1
682,2:valid,2:valid,,1
683,2:valid,2:valid,,1
684,2:valid,2:valid,,1
685,2:valid,2:valid,,1
686,1:bugged,2:valid,+,0.988
687,2:valid,2:valid,,0.98
688,2:valid,2:valid,,1
689,2:valid,2:valid,,0.999
690,2:valid,2:valid,,1
691,2:valid,2:valid,,1
692,2:valid,2:valid,,0.994
693,1:bugged,2:valid,+,0.984
694,2:valid,2:valid,,1
695,2:valid,2:valid,,1
696,2:valid,2:valid,,1
697,2:valid,2:valid,,1
698,2:valid,2:valid,,0.985
699,2:valid,2:valid,,1
700,2:valid,2:valid,,1
701,2:valid,2:valid,,1
702,2:valid,2:valid,,0.974
703,2:valid,2:valid,,1
704,2:valid,2:valid,,0.97
705,2:valid,2:valid,,1
706,2:valid,2:valid,,1
707,2:valid,2:valid,,0.985
708,2:valid,2:valid,,1
709,2:valid,2:valid,,0.996
710,2:valid,2:valid,,0.999
711,2:valid,2:valid,,0.975
712,2:valid,2:valid,,0.972
713,2:valid,2:valid,,1
714,2:valid,2:valid,,1
715,2:valid,2:valid,,0.999
716,2:valid,2:valid,,1
717,2:valid,2:valid,,1
718,2:valid,2:valid,,1
719,2:valid,2:valid,,0.999
720,2:valid,2:valid,,1
721,2:valid,2:valid,,1
722,2:valid,2:valid,,1
723,2:valid,2:valid,,0.721
724,2:valid,2:valid,,1
725,2:valid,2:valid,,1
726,2:valid,2:valid,,0.999
727,2:valid,2:valid,,1
728,2:valid,2:valid,,1
729,2:valid,2:valid,,1
730,1:bugged,2:valid,+,0.977
731,2:valid,2:valid,,1
732,2:valid,2:valid,,0.788
733,2:valid,2:valid,,1
734,2:valid,2:valid,,1
735,2:valid,2:valid,,1
736,2:valid,2:valid,,1
737,2:valid,2:valid,,1
738,2:valid,2:valid,,0.999
739,2:valid,2:valid,,0.999
740,2:valid,2:valid,,1
741,2:valid,2:valid,,1
742,2:valid,2:valid,,1
743,2:valid,2:valid,,1
744,2:valid,2:valid,,0.998
745,2:valid,2:valid,,0.986
746,2:valid,2:valid,,1
747,2:valid,2:valid,,1
748,2:valid,2:valid,,0.979
749,2:valid,2:valid,,1
750,2:valid,2:valid,,1
751,2:valid,2:valid,,1
752,2:valid,2:valid,,1
753,2:valid,2:valid,,1
754,2:valid,2:valid,,0.997
755,2:valid,2:valid,,0.996
756,2:valid,2:valid,,1
757,2:valid,2:valid,,1
758,2:valid,2:valid,,0.999
759,2:valid,2:valid,,1
760,2:valid,2:valid,,1
761,2:valid,2:valid,,1
762,2:valid,2:valid,,1
763,2:valid,2:valid,,1
764,2:valid,2:valid,,0.97
765,1:bugged,2:valid,+,0.959
766,2:valid,2:valid,,1
767,2:valid,2:valid,,0.999
768,2:valid,2:valid,,1
769,2:valid,2:valid,,1
770,2:valid,2:valid,,1
771,2:valid,2:valid,,0.999
772,2:valid,2:valid,,1
773,2:valid,2:valid,,1
774,2:valid,2:valid,,0.999
775,2:valid,2:valid,,1
776,2:valid,2:valid,,0.992
777,2:valid,2:valid,,1
778,2:valid,2:valid,,1
779,1:bugged,2:valid,+,0.999
780,2:valid,2:valid,,1
781,2:valid,2:valid,,1
782,2:valid,2:valid,,1
783,2:valid,2:valid,,1
784,2:valid,2:valid,,1
785,2:valid,2:valid,,1
786,2:valid,2:valid,,1
787,2:valid,2:valid,,0.999
788,2:valid,2:valid,,0.999
789,2:valid,2:valid,,1
790,2:valid,2:valid,,1
791,2:valid,2:valid,,1
792,2:valid,2:valid,,1
793,2:valid,2:valid,,1
794,2:valid,2:valid,,1
795,2:valid,2:valid,,0.993
796,2:valid,2:valid,,1
797,2:valid,2:valid,,1
798,1:bugged,2:valid,+,0.993
799,2:valid,2:valid,,1
800,2:valid,2:valid,,1
801,1:bugged,2:valid,+,0.972
802,2:valid,2:valid,,0.951
803,2:valid,2:valid,,0.998
804,2:valid,2:valid,,0.999
805,2:valid,2:valid,,0.999
806,1:bugged,2:valid,+,1
807,1:bugged,2:valid,+,0.842
808,2:valid,2:valid,,0.995
809,2:valid,2:valid,,1
810,2:valid,2:valid,,0.997
811,2:valid,2:valid,,1
812,2:valid,2:valid,,1
813,2:valid,2:valid,,0.998
814,2:valid,2:valid,,0.971
815,2:valid,2:valid,,1
816,2:valid,2:valid,,1
817,2:valid,2:valid,,1
818,1:bugged,2:valid,+,0.99
819,2:valid,2:valid,,1
820,2:valid,2:valid,,1
821,2:valid,2:valid,,0.999
822,2:valid,2:valid,,0.932
823,2:valid,2:valid,,1
824,2:valid,2:valid,,1
825,1:bugged,2:valid,+,0.999
826,2:valid,2:valid,,1
827,2:valid,2:valid,,0.999
828,2:valid,2:valid,,1
829,2:valid,2:valid,,0.971
830,2:valid,2:valid,,1
831,2:valid,2:valid,,1
832,2:valid,2:valid,,1
833,2:valid,2:valid,,0.986
834,2:valid,2:valid,,0.999
835,2:valid,2:valid,,0.987
836,2:valid,2:valid,,1
837,2:valid,2:valid,,0.994
838,2:valid,2:valid,,0.993
839,2:valid,2:valid,,0.999
840,2:valid,2:valid,,1
841,2:valid,2:valid,,1
842,2:valid,2:valid,,1
843,2:valid,2:valid,,1
844,2:valid,2:valid,,1
845,2:valid,2:valid,,1
846,2:valid,2:valid,,1
847,1:bugged,2:valid,+,0.994
848,2:valid,2:valid,,1
849,2:valid,2:valid,,0.827
850,2:valid,2:valid,,1
851,2:valid,2:valid,,0.696
852,2:valid,2:valid,,0.929
853,2:valid,2:valid,,1
854,2:valid,2:valid,,1
855,2:valid,2:valid,,1
856,2:valid,2:valid,,1
857,2:valid,2:valid,,1
858,2:valid,2:valid,,0.999
859,2:valid,2:valid,,0.995
860,2:valid,2:valid,,1
861,2:valid,2:valid,,1
862,1:bugged,2:valid,+,0.994
863,2:valid,2:valid,,1
864,2:valid,2:valid,,1
865,2:valid,2:valid,,1
866,2:valid,2:valid,,1
867,2:valid,2:valid,,0.997
868,2:valid,2:valid,,0.999
869,2:valid,2:valid,,0.998
870,2:valid,2:valid,,1
871,2:valid,2:valid,,1
872,2:valid,2:valid,,1
873,1:bugged,2:valid,+,0.697
